"t","p","padj"
"232136_s_at",-3.6697063378172,0.000352678934299168,0.000837731345390358
"241842_x_at",-3.67111825146575,0.000381252925089383,0.000900560617091805
"221650_s_at",-3.67208034452504,0.000379113967603999,0.000895877754852909
"202730_s_at",-3.67271529961321,0.000347536058567143,0.000825857890575147
"224873_s_at",-3.67566844630768,0.000359643147845632,0.000852946775925081
"243372_at",-3.67700444738963,0.00036036314768662,0.000854565869897148
"203827_at",-3.67745596787107,0.000341729066134331,0.000812733208896635
"204160_s_at",-3.67974868589004,0.000344933918257728,0.000820099816241748
"201056_at",-3.68022560931285,0.000338398345854291,0.000805439625446381
"233413_at",-3.680291826124,0.000338416168871786,0.000805439625446381
"234311_s_at",-3.68075745710484,0.000358702544623236,0.000850892219524182
"217792_at",-3.68161480965977,0.000345068019058981,0.000820333489776608
"211762_s_at",-3.6816769587192,0.000339285970393453,0.00080734198232948
"231819_at",-3.6821485346131,0.000349360360803353,0.000830106893192155
"215450_at",-3.68216691979951,0.000345792174094162,0.000821884408808488
"228378_at",-3.68295640219984,0.000335805170152286,0.000799640862133271
"225470_at",-3.68319495553953,0.000353645160505614,0.000839939345749256
"230122_at",-3.68373247453582,0.000356967369401958,0.000847302690580685
"202718_at",-3.68423007436137,0.000340092543255201,0.000809009089964051
"228673_s_at",-3.68550069851352,0.000340075260453906,0.000809009089964051
"231042_s_at",-3.68571240159833,0.00033185307136559,0.000790805420194163
"217932_at",-3.68594870511567,0.000334050437091326,0.000795793338953884
"236985_at",-3.68701788792614,0.000330454836365008,0.000787965342766036
"1563088_a_at",-3.6882245606389,0.000333594802005675,0.000794790570096326
"218349_s_at",-3.68951408601778,0.000343644379924709,0.000817118691176869
"211114_x_at",-3.69090908385354,0.000325774361139307,0.000777938712665369
"210118_s_at",-3.69349486002497,0.000325975298867285,0.00077833739261441
"1556879_at",-3.69441741401597,0.000321863656106562,0.000770286657869237
"1557458_s_at",-3.69488844027864,0.000342906216609072,0.000815448144429195
"242807_at",-3.69512320102576,0.00033280608649207,0.000792993944957125
"236817_at",-3.69529364819151,0.000331434794507761,0.000789890853133325
"242635_s_at",-3.69580072134477,0.000325360272735696,0.000777252721810338
"224966_s_at",-3.69598350032708,0.000363595788690383,0.000861696435055448
"221224_s_at",-3.69628477294748,0.000323767799028409,0.000774034853982009
"217383_at",-3.69722022911771,0.000323489802347575,0.000773450980599907
"209424_s_at",-3.69750551390111,0.000354919807683341,0.000842704577583617
"221253_s_at",-3.6975581170421,0.000326741750326811,0.000780004826739103
"1553227_s_at",-3.69819591878975,0.000331187139270832,0.000789542880211834
"223402_at",-3.69844910525855,0.000327530929314321,0.00078172581013817
"219948_x_at",-3.69861717637447,0.000331219839893259,0.000789542880211834
"233009_at",-3.69874856740919,0.000319193923376769,0.000764376665317664
"1553420_at",-3.69914362660147,0.000324658714905008,0.000775759890189816
"212125_at",-3.69954219475619,0.000322670054123148,0.000771893905325096
"224632_at",-3.69971772428859,0.000321111680940596,0.000768647661850174
"212475_at",-3.70015859925128,0.000321627699410142,0.000769802403552146
"207033_at",-3.70082295445483,0.000316341531823356,0.000758338926454921
"228611_s_at",-3.70087888616137,0.000317477606212856,0.000760584687771239
"228281_at",-3.70116776945863,0.00031863014654794,0.000763186179291724
"230044_at",-3.70131494452066,0.000328394140824657,0.000783459479927826
"209796_s_at",-3.70180288185402,0.000326306906783908,0.000779047960603757
"219795_at",-3.7021507610167,0.000340940769035386,0.000810942614312747
"209137_s_at",-3.70252821523953,0.000331299232736268,0.000789649945609194
"225202_at",-3.70270481953642,0.000328256595464247,0.000783212918628779
"220174_at",-3.70336485125422,0.000320537031420616,0.00076735231845159
"1553296_at",-3.70412139512472,0.000313005259395531,0.00075089132250297
"218590_at",-3.7042986582971,0.000328197596223742,0.000783153734768947
"235919_at",-3.70495710516839,0.000329977312144485,0.000786990563370315
"223306_at",-3.70547837597089,0.000337633103820518,0.000803742955701209
"1556627_at",-3.70557839092267,0.000325503771705553,0.00077745467550029
"218609_s_at",-3.70574480397485,0.000316860598290406,0.000759215548991163
"204505_s_at",-3.70600303846275,0.000316532123054144,0.000758716401288233
"235663_at",-3.70656452484388,0.000308267498585534,0.000740300987742947
"205133_s_at",-3.70676572726056,0.000329485921350313,0.000785982299415291
"219231_at",-3.70811315427565,0.00031294996427196,0.000750837317381176
"227240_at",-3.70861467031977,0.000327741162695355,0.000782146071606932
"215559_at",-3.70989277360183,0.000305151867466432,0.000733511043302235
"212018_s_at",-3.71034997579358,0.000334528543401609,0.00079676655881105
"224444_s_at",-3.7109996186142,0.000310145786814064,0.00074457745863758
"201283_s_at",-3.71220272625292,0.000318491601022091,0.000762934121766441
"1559000_at",-3.71230396410728,0.000322902904734143,0.00077228960183021
"238969_at",-3.71238357278542,0.00031010300147522,0.000744552787796095
"1565786_x_at",-3.7126064031315,0.000303281833329336,0.000729628553439264
"233655_s_at",-3.71329861303065,0.000305559406685415,0.000734377381193641
"209276_s_at",-3.71375046158083,0.00030500447884426,0.000733233712498173
"215747_s_at",-3.71391430124088,0.000301521836661227,0.000725699309063901
"205199_at",-3.71440594540377,0.000316750050365523,0.00075915931388882
"216548_x_at",-3.71484403845204,0.00031076313526236,0.000745981352784178
"1552306_at",-3.71555341737482,0.000306720410673192,0.000736894740968018
"208190_s_at",-3.71702525055466,0.000323839223420235,0.000774044013148992
"201478_s_at",-3.71765306467677,0.000322081679353905,0.000770727897005798
"206011_at",-3.7178278824922,0.00029615142342507,0.000713673826883878
"214373_at",-3.71873332577915,0.000300125332177512,0.000722566013125361
"222275_at",-3.71974328776953,0.000295771066542977,0.000712982289973034
"208756_at",-3.72065354398976,0.000314721236254501,0.000754770730255167
"203869_at",-3.72072999736232,0.000296995513849168,0.000715482092530502
"226457_at",-3.72142973677969,0.000304910069557841,0.000733083699672814
"203235_at",-3.72145058991746,0.000308793282705764,0.000741485904152873
"211150_s_at",-3.72158057614318,0.000292696550864635,0.000706091121176821
"203313_s_at",-3.72198095719981,0.000303749634281736,0.000730523771285793
"219130_at",-3.72223535558384,0.000297240390319585,0.000715921407034331
"239792_at",-3.72230528040339,0.000297907370646525,0.000717376985586938
"239805_at",-3.72343763435991,0.000290482578668558,0.000701119454025291
"203351_s_at",-3.72350165757955,0.000294577956525432,0.00071033048413371
"223180_s_at",-3.7250509377205,0.000288920513484923,0.000697569736490111
"232186_at",-3.72571556172141,0.000324858346876689,0.000776155927239393
"222622_at",-3.72598001104171,0.00030769046361908,0.000739070234742296
"227165_at",-3.72609148568541,0.000290341411443043,0.000700926462135556
"220458_at",-3.72752257049142,0.000286644858486874,0.000692367348019919
"206600_s_at",-3.72771318358242,0.000291198977620478,0.000702700472494132
"211372_s_at",-3.7282153279993,0.00029606629781976,0.00071354376712259
"225614_at",-3.72865118957919,0.000293049897182986,0.000706869067423056
"229751_s_at",-3.72913349767742,0.00028524470488362,0.000689276163320274
"212305_s_at",-3.72969064146702,0.000288871081889983,0.000697523920772408
"212096_s_at",-3.73025844806359,0.000303908146375817,0.000730828252461712
"218252_at",-3.73055641874098,0.000302936193453274,0.00072887358321886
"227586_at",-3.73116880876929,0.000290594615358771,0.000701315961597674
"207746_at",-3.73142486037792,0.000281904349999805,0.000681995915078222
"220137_at",-3.73193019804055,0.000293595088655163,0.000708109553019082
"220690_s_at",-3.73200946380197,0.000282829131940475,0.000683944209569495
"216591_s_at",-3.73279807816195,0.000296584290809246,0.000714641768795809
"205750_at",-3.73292806983456,0.000284213712256635,0.000687002285151843
"202731_at",-3.73495048957609,0.000282033036311853,0.000682235174339921
"213927_at",-3.73506806315541,0.000319757543692141,0.000765646317112503
"226030_at",-3.73538746049564,0.000281635733347881,0.000681490037069891
"213025_at",-3.73623001049199,0.00028002800908179,0.000677814573240354
"234986_at",-3.73641469768715,0.000282411123300498,0.000683077617166683
"202933_s_at",-3.73669529494828,0.000288291919620988,0.000696198843850642
"227220_at",-3.73717783172517,0.00028266299990648,0.000683614644863581
"242932_at",-3.73865199522081,0.00029427409095074,0.000709672476049784
"219050_s_at",-3.73895369864607,0.000303701687484811,0.000730485165770282
"1552612_at",-3.73935747877273,0.000284572718457286,0.000687797485313129
"215333_x_at",-3.73976797645365,0.000273527429798461,0.000663622746257855
"221998_s_at",-3.73977692508364,0.000274554250856564,0.000665831851690796
"1558236_at",-3.74000236862055,0.000275353352601902,0.000667538479287478
"1556061_at",-3.74020822380087,0.000274504005571584,0.000665780497681455
"214594_x_at",-3.74048369357268,0.000275392869830842,0.000667538479287478
"203747_at",-3.74154756855336,0.00027540370653571,0.000667538479287478
"215991_s_at",-3.74247216777995,0.00027358418597917,0.000663690139972558
"213558_at",-3.74254221450968,0.000279108607240926,0.000675874860608895
"230682_x_at",-3.74256615438985,0.000277172110313032,0.000671611599925876
"229194_at",-3.74278909398628,0.000277942858121963,0.00067312311299221
"218722_s_at",-3.74428089623876,0.000276845962136167,0.000670892294022286
"201698_s_at",-3.74487214823541,0.0002746357341622,0.000665958943305121
"225944_at",-3.74515334674564,0.000290477436460544,0.000701119454025291
"238811_at",-3.745784884303,0.000283124587681955,0.000684514138253967
"221871_s_at",-3.7469544213593,0.000266695669716093,0.000648215103842479
"204411_at",-3.74721992986585,0.000282982501712035,0.000684242845936521
"228994_at",-3.748469327769,0.000268855384809885,0.000653187109186464
"210720_s_at",-3.74880326715187,0.000277390254361609,0.000672069078138572
"239289_x_at",-3.74886584978944,0.000265637005709078,0.000645865655922709
"219539_at",-3.74892158682138,0.000279989638908369,0.000677793330506118
"230021_at",-3.74908627264249,0.000270805148540638,0.000657505599175897
"220686_s_at",-3.74917143036564,0.000271225714003551,0.000658387125365483
"204767_s_at",-3.74965658291373,0.000273827995683821,0.000664211246043904
"236487_at",-3.74966864804189,0.000275109236943874,0.000667036507910814
"1554019_s_at",-3.75066942710979,0.000265161307706664,0.000644827928477992
"231102_at",-3.7506939909394,0.000262970185642362,0.000640179226378297
"226150_at",-3.75157525571929,0.000286361367907218,0.000691755554179835
"202396_at",-3.7522128559271,0.000272242347029537,0.000660644890232835
"236641_at",-3.75362047830497,0.000279156245166777,0.000675918752833776
"1555384_a_at",-3.7549746416995,0.000270332100462328,0.000656426643011947
"218931_at",-3.75714804692291,0.000297631005915607,0.000716786848421151
"202078_at",-3.75793379303649,0.000270265029702356,0.000656333366055886
"201753_s_at",-3.75814288959011,0.000264618882765011,0.00064364552590984
"213152_s_at",-3.75975205491157,0.000257859496519515,0.000628606285128948
"209509_s_at",-3.75976631780818,0.000256280493924271,0.000625222853893011
"238624_at",-3.7598984321907,0.000258718972186385,0.000630500172375481
"228851_s_at",-3.76157566040559,0.00026000650187478,0.000633435689015858
"217548_at",-3.76208620049267,0.000256453894133461,0.000625579245642631
"220768_s_at",-3.76259774391662,0.000257379334439921,0.00062763616872631
"212507_at",-3.76308067272517,0.000251686537007295,0.000614866854088328
"206316_s_at",-3.76309588220243,0.000257699955383151,0.000628351120849601
"202871_at",-3.76312322568764,0.000265005110921088,0.000644516518575522
"217542_at",-3.76394437352406,0.000257953312023124,0.000628768061437379
"203746_s_at",-3.76487891582636,0.000264452188700249,0.000643308388507892
"222396_at",-3.76554829287638,0.000270107686814898,0.000656063236293385
"241940_at",-3.76714906584551,0.000257982807123959,0.000628773037305527
"229676_at",-3.7672932290034,0.000253549851448171,0.000618824834581998
"212808_at",-3.76849236652524,0.000248341789010703,0.000607278666849469
"201386_s_at",-3.76893423908527,0.000261616321700431,0.00063722201594225
"207122_x_at",-3.76970587231227,0.000245532810614966,0.000601115762855646
"218125_s_at",-3.76986343900331,0.000252913675283407,0.00061760122667831
"220303_at",-3.77008743537482,0.000249947875282055,0.000610879968795742
"201129_at",-3.77055065856944,0.000256016898556077,0.000624646322321277
"202794_at",-3.77149954383565,0.00025147590344486,0.000614483368889111
"226566_at",-3.77294148262093,0.000247882907657859,0.000606350767284838
"1552880_at",-3.77361785593847,0.000244110351620126,0.000597761080204827
"201896_s_at",-3.77524841437737,0.000271185654066472,0.000658359660280305
"222743_s_at",-3.77550215387927,0.000246670218077981,0.000603642269969014
"223782_s_at",-3.77579416157667,0.000242981922331112,0.000595252429901536
"229711_s_at",-3.77659045450366,0.000249568669181627,0.000610083384594598
"202949_s_at",-3.7775557920822,0.000244241554583224,0.000598018422559288
"222703_s_at",-3.77791673106776,0.000252390898081257,0.000616456088168393
"210174_at",-3.77814262645614,0.000238508198053535,0.000584918434524051
"205036_at",-3.77826995764922,0.000241659448347465,0.000592329446222388
"224173_s_at",-3.77844702533166,0.000252744015148117,0.00061725273821042
"208732_at",-3.77940221916164,0.000237373647475514,0.000582323119979831
"212908_at",-3.7796894806375,0.000236840637017296,0.000581140037455233
"219294_at",-3.78001866045335,0.000236579350603973,0.000580623324783841
"212528_at",-3.78048649540101,0.000243054800481465,0.000595367282933369
"233604_at",-3.78062855971636,0.000248122814720774,0.000606872792134759
"40255_at",-3.78107980135793,0.000248882852997669,0.00060847181705867
"218355_at",-3.78436921436464,0.000246764092132715,0.000603807478858502
"223339_at",-3.78523701720486,0.000242712083216763,0.000594718609384136
"230204_at",-3.78564211569085,0.000231897872396999,0.000570050120372273
"214097_at",-3.78684618932476,0.000242806515909781,0.000594886353645883
"214437_s_at",-3.78988649243053,0.000241725624970858,0.00059242824919289
"215086_at",-3.78988965154728,0.000228362783606074,0.00056208413035249
"201584_s_at",-3.79070830509861,0.00024606669227773,0.000602358428092865
"224806_at",-3.79310807358153,0.000243217457225214,0.000595702002227472
"231941_s_at",-3.79426436768104,0.000240976840663893,0.000590782764046793
"1562743_at",-3.79437473863439,0.000228649996445998,0.000562609676472142
"225601_at",-3.79447520427247,0.000230089649995998,0.000565908854581008
"210237_at",-3.79457397714666,0.000253321935305231,0.000618466291898059
"205240_at",-3.79559406502159,0.00026031902671321,0.00063412961804006
"231022_at",-3.79659945022568,0.000268479956784069,0.000652344202230588
"219597_s_at",-3.79672535735758,0.000223059823624226,0.000549799735306246
"207525_s_at",-3.79690130073917,0.000234700944677577,0.000576322047383999
"222556_at",-3.7985215862451,0.000223698974008225,0.000551197159947324
"229347_at",-3.79874468416566,0.000230401721091188,0.000566615550107536
"232510_s_at",-3.79906042062059,0.000229277051053697,0.000564091986280247
"221040_at",-3.80001321216625,0.000226820799194038,0.000558528842483718
"223996_s_at",-3.80010875745769,0.000229787707778177,0.00056522692205387
"212911_at",-3.8009898208225,0.000237372404958177,0.000582323119979831
"218209_s_at",-3.80218695469693,0.000220717499649132,0.000544319252122759
"207909_x_at",-3.80416963710051,0.000276661463015233,0.000670516136236814
"229099_at",-3.80467789641057,0.000237843333494089,0.000583350381989196
"212056_at",-3.80497162480998,0.000234141428906967,0.000575133113069098
"217884_at",-3.80536949619014,0.000233137738993217,0.000572740071357043
"225478_at",-3.80549573945672,0.000236221853530074,0.000579849537315123
"206482_at",-3.80555127799812,0.000249805600666765,0.00061059740363617
"1558167_a_at",-3.80598740797442,0.00021594748897941,0.000533417314505547
"223528_s_at",-3.80630049811879,0.00022849013111244,0.000562337145160993
"201102_s_at",-3.80720002681039,0.000221941825853451,0.000547279676735745
"214483_s_at",-3.80837040483614,0.00022489699437315,0.000553970301368923
"226867_at",-3.80878947939546,0.000224594112366443,0.000553343261136903
"214216_s_at",-3.8121192437245,0.000222305250226765,0.000547998831766612
"201136_at",-3.81221090642808,0.000218979194986585,0.000540323260372523
"226045_at",-3.81253018370781,0.000211841413076378,0.000523839762868526
"208282_x_at",-3.81255515145184,0.000266299310476789,0.000647320431739535
"203615_x_at",-3.81341703333613,0.0002102786377408,0.000520537358428181
"203974_at",-3.81364462473315,0.000215585693349415,0.000532638525866414
"1567101_at",-3.81373280269824,0.000218938799797509,0.000540281794177606
"235260_s_at",-3.81563778934161,0.000208873832805971,0.000517227526516938
"212093_s_at",-3.8159324374424,0.00022009412684502,0.00054295732304303
"226850_at",-3.81672620733482,0.000207222450484994,0.000513415813874709
"216031_x_at",-3.81960380798951,0.000212450643585732,0.00052528954874706
"218513_at",-3.820231716487,0.000211047579095509,0.000522077731943268
"219007_at",-3.82128478104858,0.000215675626897059,0.000532803244830475
"229331_at",-3.82183793911249,0.00020505862374359,0.000508494766089156
"229156_s_at",-3.82463907492611,0.000203196474354461,0.000504423244324758
"205340_at",-3.82479215042903,0.000203407870492158,0.000504893297700432
"209238_at",-3.82481530990776,0.000208765598284656,0.000517071320159347
"205708_s_at",-3.82579258062871,0.00020225769023654,0.000502256085816705
"225359_at",-3.82601845015714,0.000204051000897652,0.000506379897449227
"202201_at",-3.82616003225137,0.000226410847721282,0.000557579316705432
"208264_s_at",-3.8271417268105,0.000201600539915484,0.000500895765424641
"203721_s_at",-3.82758807675926,0.000212832540859475,0.000526120203270865
"1552737_s_at",-3.82775188413457,0.000202817680083371,0.000503537488016199
"236217_at",-3.82787249061083,0.000202254946505135,0.000502256085816705
"223535_at",-3.8280486102165,0.000199304507109396,0.000495513582970745
"201761_at",-3.8291179251172,0.000216799048191572,0.000535463021754727
"235158_at",-3.8297630478446,0.000206775232764615,0.000512474099773615
"224654_at",-3.83030977043084,0.000211328686144173,0.000522684762285097
"224496_s_at",-3.83070316670661,0.00020470949320953,0.000507738956354544
"222632_s_at",-3.83079236130165,0.000198805731830126,0.000494327182293493
"217427_s_at",-3.83080297093668,0.000210370359017519,0.000520708130614745
"212623_at",-3.83178932737413,0.000210199863677494,0.000520398603157026
"201937_s_at",-3.8334003238001,0.000210579696923364,0.000521169958789259
"206165_s_at",-3.83370320623743,0.000199613663735007,0.000496120644657935
"232549_at",-3.83413207179816,0.000194717353473922,0.000484898504579019
"204649_at",-3.83424762419069,0.000202541639272581,0.000502906674356019
"224862_at",-3.83517054996564,0.000195886725985016,0.000487439557283226
"212529_at",-3.83651982561972,0.000198735271995522,0.000494205638926541
"234290_x_at",-3.83684919959991,0.000204577510046253,0.000507542924518139
"215659_at",-3.83718113566825,0.000204840384831623,0.000508008590557517
"243015_at",-3.83732708770989,0.000199501962271507,0.000495950661229169
"220310_at",-3.83790455453085,0.000191591022286894,0.000477892527056931
"235331_x_at",-3.83798455513583,0.00019514267436092,0.000485746404835143
"216228_s_at",-3.83871235563129,0.000193847199248362,0.00048278408051166
"231126_at",-3.83998133838223,0.000190164560384285,0.000474644608378519
"220080_at",-3.84072402260365,0.000189653369981781,0.000473471891507819
"222883_at",-3.84244967453529,0.000205259737618952,0.000508938375087892
"231052_at",-3.84274016596932,0.000204646561929445,0.000507637843373777
"209691_s_at",-3.84294834404853,0.000194799283747869,0.000484997064428466
"209426_s_at",-3.84419312870066,0.000213752740546535,0.000528280890982765
"38158_at",-3.84474458371322,0.000205484008943206,0.000509384160279928
"206143_at",-3.84495170470597,0.000190704407717964,0.000475940181972816
"222663_at",-3.84602532786141,0.000186406680666865,0.000466179537815376
"213088_s_at",-3.846491044036,0.000193406795805796,0.000481949281290407
"1556195_a_at",-3.84661050617221,0.000193095615512523,0.000481226211325714
"240624_x_at",-3.84693074195907,0.000188126875432074,0.000470019616888928
"226235_at",-3.84707533032023,0.000186367231991002,0.000466131780527457
"221652_s_at",-3.84743012607706,0.000189312835002488,0.000472721148788193
"236205_at",-3.8478920330913,0.000187850094725312,0.000469430520403036
"233059_at",-3.848180876178,0.000185394879843734,0.000463902429046328
"223112_s_at",-3.84904116452682,0.000188044099749736,0.000469864064648506
"235452_at",-3.84984495623597,0.0001899124316455,0.000474066966972957
"203019_x_at",-3.8506591904175,0.000188255563120136,0.000470289830076404
"217745_s_at",-3.85081404573222,0.000183116391128058,0.000458652089458213
"218458_at",-3.85190081110374,0.000198439766738379,0.000493524375894136
"204825_at",-3.85419340022034,0.000188959990872637,0.000471946638054089
"235208_at",-3.85468390562039,0.00018462091249486,0.000462218272722976
"39249_at",-3.85482477428663,0.000180203380316165,0.000451899487504776
"227109_at",-3.85687776446647,0.000184396660591868,0.000461707304857938
"204092_s_at",-3.85697166086193,0.000199665963444713,0.000496196783938179
"222277_at",-3.85777050777883,0.000182872915656603,0.000458142461964906
"227012_at",-3.85893230137893,0.000182977690312249,0.000458354811464666
"226520_at",-3.85972133022491,0.000187123655750096,0.000467717241912523
"221778_at",-3.86044474773198,0.000176866473360844,0.000444066305567135
"229377_at",-3.86053078808221,0.000211060460204459,0.000522077731943268
"1555893_at",-3.86101440609748,0.000176596639772225,0.000443486057094657
"209891_at",-3.86105159142472,0.000189332013178802,0.000472721148788193
"1553535_a_at",-3.86284692505655,0.000179603385643127,0.000450444189814339
"207590_s_at",-3.86285350747065,0.000174861313893418,0.000439561922083302
"244419_at",-3.86343020018361,0.000184013527541643,0.000460798362266154
"202675_at",-3.86367334369323,0.000175165258981108,0.000440229334625735
"227034_at",-3.86467903060327,0.000177608310404019,0.00044583111937563
"212599_at",-3.86485022211745,0.000186179813689675,0.000465713878651664
"232977_x_at",-3.86486551667522,0.00018698565372521,0.000467497320123873
"228543_at",-3.86491052486283,0.000201886833103514,0.000501443893131958
"244189_at",-3.86534558552681,0.000176044553235645,0.00044219657849923
"219494_at",-3.86601907712731,0.000180515740696001,0.000452633239452651
"235333_at",-3.86752001789557,0.000173103411145223,0.000435621077404575
"221960_s_at",-3.86766391057109,0.0001723064942425,0.000433853961921281
"205763_s_at",-3.86803957709746,0.000187014315847714,0.000467497320123873
"208690_s_at",-3.86826763068624,0.000175200369430329,0.000440269262789425
"1554271_a_at",-3.86932020331657,0.000173885336492408,0.000437348546198728
"223068_at",-3.87001820706042,0.000182023918662467,0.000456115296403334
"209710_at",-3.87233578402214,0.000168840408146756,0.000425969582263181
"238959_at",-3.8724190937615,0.000180880878661562,0.000453449514446776
"218205_s_at",-3.87303244736941,0.000171188459579018,0.000431323354206627
"227559_at",-3.8733344980218,0.000174803144097568,0.00043946393076472
"239994_at",-3.87335302501887,0.000172403198140169,0.000434049735847454
"206634_at",-3.87395956169511,0.000167836535411063,0.000423763661175127
"231843_at",-3.87446985264199,0.000172240726362072,0.000433736047924192
"211554_s_at",-3.87450454448839,0.000170939727497439,0.000430744039924507
"228972_at",-3.87463696636886,0.000170225720563552,0.000429086471281866
"213846_at",-3.87476257344322,0.000170599947904092,0.000429982459210677
"225419_at",-3.87501456721984,0.000172766072577967,0.000434867717359398
"241017_at",-3.87576597987063,0.000166719315530946,0.000421360900861316
"203086_at",-3.87586004852473,0.000176102408403337,0.000442293393975394
"217736_s_at",-3.87602700603166,0.000167273039368616,0.000422620454568055
"227143_s_at",-3.87627575489868,0.000177583147112431,0.00044581681665198
"224221_s_at",-3.88061228301331,0.000187695221990691,0.000469094682371539
"228014_at",-3.88153408007364,0.000174481054327661,0.000438750503652439
"218796_at",-3.88220111866485,0.000197554641909208,0.000491429777739393
"210415_s_at",-3.88252666783537,0.000167467919685253,0.00042297647132506
"227794_at",-3.88279226308756,0.000168090243945953,0.000424357457792567
"225103_at",-3.88355499653388,0.000165311066740425,0.000418170903639932
"222829_s_at",-3.88356236405266,0.000179044788935253,0.000449190798661859
"203967_at",-3.88426470930883,0.000167061923923094,0.000422133632348921
"200692_s_at",-3.88479919187715,0.000164103060239954,0.000415252722204802
"209593_s_at",-3.88560621802086,0.000162755180700495,0.000412206336789055
"215017_s_at",-3.88640482365994,0.00016284514920437,0.00041234367466493
"221577_x_at",-3.88650111106507,0.000170156659060266,0.000428959599610047
"202802_at",-3.88716138369316,0.000168346332362538,0.000424863476594955
"218308_at",-3.88735672675097,0.000172048211159735,0.00043334655011453
"231251_at",-3.88764955812998,0.000160334524233821,0.000406480142630863
"220613_s_at",-3.88781441352493,0.000160494070947566,0.000406839591246496
"208284_x_at",-3.88844523002251,0.00016161609298954,0.000409502531003367
"218785_s_at",-3.8887357042072,0.000159646716903586,0.000404960544605475
"201947_s_at",-3.88914893724774,0.000166135033196672,0.000419976894625098
"201695_s_at",-3.88947514261714,0.000173097639755359,0.000435621077404575
"242344_at",-3.8902160066856,0.000164095150011169,0.000415252722204802
"212109_at",-3.89053608661308,0.000159247574308623,0.000404082339285442
"225612_s_at",-3.89195969574644,0.000169850283409179,0.000428281519423146
"218567_x_at",-3.89223482616803,0.000165521115410911,0.000418563553743634
"224598_at",-3.89264509600003,0.000170736742695229,0.000430279887538385
"243945_at",-3.89313126448615,0.000159398542739641,0.000404375811294417
"229299_at",-3.89322281515115,0.000156318623731436,0.000397354654752617
"36545_s_at",-3.89333349960621,0.000163232290476473,0.000413186245444592
"206604_at",-3.89348871463125,0.000167408945853757,0.0004229171726107
"229612_at",-3.89376253841108,0.000169590497543103,0.000427673548252552
"229855_at",-3.89446784960694,0.000165495303529801,0.000418544493898303
"217019_at",-3.89498216187607,0.000173547783754329,0.000436643402320707
"232054_at",-3.89566710288024,0.000155214979144934,0.000394768313976283
"201479_at",-3.89598167199923,0.000169886535099044,0.000428325772057839
"218960_at",-3.89644738855632,0.000185089316283062,0.000463340322530437
"211208_s_at",-3.89680552323917,0.00016694140342692,0.000421875644123001
"212141_at",-3.89687701821073,0.000161288744050334,0.000408718312124895
"1555274_a_at",-3.89815898867918,0.000173290919186468,0.000436045036489526
"218663_at",-3.89850842245355,0.000163634061248981,0.000414157465442084
"210334_x_at",-3.89936122079729,0.000159047522481428,0.000403634829379986
"227973_at",-3.8995410034671,0.000153925759201627,0.000391663333295729
"1566003_x_at",-3.90056975528202,0.000158960063715203,0.000403531627052682
"232619_at",-3.90070941461855,0.000166115878059406,0.000419974826713166
"200803_s_at",-3.901215061107,0.000171831091243103,0.000432847281427715
"241375_at",-3.90135573048817,0.000152581806041589,0.000388675464772607
"214427_at",-3.90203885385369,0.000158501200397992,0.000402545242039833
"226003_at",-3.90328022203222,0.000161722611000391,0.000409727097316588
"213892_s_at",-3.90355843857975,0.000157576452475773,0.000400329838164463
"214042_s_at",-3.90436448571662,0.000151115886005759,0.000385069774943248
"57082_at",-3.90492574693873,0.000152960964246145,0.000389554649630764
"220727_at",-3.90504995232705,0.000150994736819215,0.000384846701243098
"203027_s_at",-3.90548374869891,0.000151708510832684,0.00038653688103248
"208896_at",-3.9056407836818,0.000160296178461414,0.000406427917115219
"211416_x_at",-3.90781112956425,0.00014926635209658,0.000380690526173851
"222962_s_at",-3.90846408518819,0.000150034431096154,0.000382569425005035
"213836_s_at",-3.91139347767204,0.000146145719778986,0.000373318695081209
"201323_at",-3.9131577838686,0.000153561674139771,0.000390823760731545
"224209_s_at",-3.91368945192596,0.000168149546141371,0.000424460383034918
"200894_s_at",-3.91386708932396,0.000157515732202933,0.000400219970561767
"226871_s_at",-3.91602126410617,0.000164694431617545,0.000416703111725215
"227805_at",-3.91637577453322,0.000146259764979522,0.00037351315873065
"217984_at",-3.91640775741155,0.000159039030694233,0.000403634829379986
"213766_x_at",-3.91645480265633,0.000146247291916979,0.00037351315873065
"217223_s_at",-3.91663660710161,0.00015487691732504,0.00039395224761166
"1554482_a_at",-3.91708432451204,0.00014558930148005,0.000372187941935214
"211237_s_at",-3.91714991205298,0.000158036140517123,0.00040140864214968
"218689_at",-3.91728622646488,0.000143964204264593,0.000368280148583934
"207828_s_at",-3.91734046047138,0.000145989961160695,0.000373087266286922
"222778_s_at",-3.91788084573756,0.000146834195584687,0.000374826524908168
"217786_at",-3.918435372187,0.000155995628463998,0.000396577631114547
"203925_at",-3.919711396783,0.000148163146140676,0.00037800830300322
"229513_at",-3.92075742613653,0.000148439191957631,0.000378670395790334
"227156_at",-3.92143309089932,0.000146636467623886,0.000374363506631353
"223292_s_at",-3.92159183634598,0.000141367630442157,0.000362163628637218
"209052_s_at",-3.92189943224298,0.00014504292426177,0.000370873963868182
"205882_x_at",-3.922077441375,0.000153140945564907,0.000389926300864154
"241666_at",-3.92218685100532,0.000142384849491884,0.000364647233357108
"219212_at",-3.92273382378923,0.000143617597466548,0.000367475570860948
